,0
0,13.86799133364153
1,13.934603080836258
2,13.86247120914318
3,14.059181024639075
4,13.965510462720918
5,13.890907471280354
6,13.955076525405508
7,14.018435314964856
8,14.01256437975363
9,14.006956935034648
10,13.92713016288888
11,13.943995446964967
12,13.936898678931158
13,13.975833275635301
14,13.911830693962289
15,14.032264249142715
16,13.981826632892272
17,13.910365711354343
18,13.984293462352104
19,13.960394173593096
20,13.96553902131097
21,13.89350888275916
22,14.007638612384634
23,14.013053441048847
24,13.980603738209608
25,13.99210353787201
26,13.996758750855602
27,14.084380267961293
28,14.089339466187104
29,14.040986117802495
30,13.987352753202329
31,14.047309540290696
32,14.021708263321363
33,14.037302344584955
34,14.011536642097946
35,13.919863423104871
36,13.913195770877344
37,13.910133369853968
38,13.954712684548332
39,14.001268380065378
40,13.911172331142716
41,14.083665095960493
42,13.911717612382834
43,14.070175841646218
44,13.943560927322897
45,13.992258644363499
46,14.017422595972729
47,14.131284069110375
48,14.078717080441793
49,13.989177280529518
50,14.063143814046684
51,13.890014120350923
52,13.873228344107607
53,13.936162422538285
54,13.989855396934846
55,13.889222045129955
56,13.89157402457299
57,13.887522411927096
58,13.864575253831184
59,13.861485933666586
60,13.790962384808072
61,13.867832622956499
62,13.813555713476136
63,13.894595991511832
64,13.798428056562638
65,13.874554555861923
66,13.779263328193379
67,13.84354635899183
68,13.936528088699307
69,13.872460435566525
70,13.957774396881971
71,13.874299195870552
72,13.815140416259473
73,13.863302080149055
74,13.890799355709618
75,13.95702306318803
76,13.975914531055675
77,14.02802484581317
78,13.92707180914655
79,14.018157464932857
80,13.989365723833474
81,13.992585781213744
82,13.898583939482585
83,13.910596468749956
84,13.973838007979305
85,13.908393388648664
86,13.966102517363094
87,13.960030454670521
88,13.925764337838553
89,13.836723797172573
90,13.7541042104438
91,13.842317078035293
92,13.869311296814606
93,13.906543527523809
94,13.839381978887976
95,13.943355400168512
96,13.998510565020352
97,13.961723854577327
98,14.03205247854258
99,14.110094510841758
100,13.984491298024396
101,13.985572117298188
102,14.048807612528257
103,14.039296122082066
104,13.965260318286331
105,13.931664246915792
106,13.843860660972593
107,13.905804000932442
108,13.937273343194269
109,13.971432437444538
110,13.977108076964283
111,14.015827958151727
112,13.943191040707198
113,13.946905532962703
114,13.936475902204467
115,13.976158910421297
116,13.913199652594542
117,13.903000651672281
118,13.902305003148035
119,13.960989864158627
120,13.930678408377037
121,13.95715514910324
122,13.904907221146605
123,13.895907777793406
124,13.870170784879097
125,13.860891629053025
126,13.833166078786503
127,13.915712958737819
128,13.893891080263446
129,13.911759984492516
130,13.945460287225732
131,13.869521874711323
132,13.987024149521584
133,13.880653660458824
134,13.853812129595536
135,13.98268680471837
136,13.932006697937792
137,14.045161203017628
138,13.961302681370242
139,13.979400628321622
140,13.95439446238425
141,13.907520104725984
142,13.862159494959405
143,13.934920543950597
144,13.958188370674698
145,13.85695196202023
146,13.850176825556517
147,13.96471460190481
148,13.940049837704123
149,13.916075180163705
150,13.909718394333051
151,13.930070832372662
152,13.851425433266423
153,13.956693134408079
154,13.965807526644788
155,13.907928640341781
156,14.024197401793085
157,14.051551821108006
158,13.846595050790086
159,14.031177692937986
160,13.886043478422353
161,13.916689555145162
162,13.872354156302205
163,13.889075438425944
164,13.963376032829114
165,13.939831295064304
166,13.936115511458203
167,13.896251376313081
168,13.866386408594455
169,13.894914723269896
170,13.969165179685358
171,13.98869061057198
172,13.879423595091666
173,13.891933588090959
174,13.893028331558556
175,13.901116752561055
