,0
844,1.4626472
845,0.38092744
846,-0.5280455
847,0.34322667
848,0.51116705
849,0.04396351
850,-1.4440712
851,0.32274938
852,1.0094846
853,2.8161216
854,3.7804475
855,3.7486038
856,5.625921
857,3.8616323
858,2.107854
859,2.0321517
860,1.7772413
861,1.5161935
862,2.4389656
863,0.50566673
864,-0.87155885
865,-0.43358672
866,-0.62326765
867,-1.168214
868,-0.054149464
869,0.80733603
870,0.73549783
871,-0.31762743
872,1.7455511
873,1.9160476
874,0.50371736
875,2.9628463
876,2.7871935
877,1.284845
878,2.874694
879,0.09754525
880,0.35890716
881,2.815675
882,0.54370797
883,1.936938
884,2.0770772
885,0.9230459
886,1.3341528
887,0.7486409
888,0.8085403
889,1.7201849
890,-0.62162477
891,-0.06983271
892,1.0818546
893,-1.0854659
894,1.1177735
895,2.9835503
896,-0.14487846
897,-1.5201796
898,-1.8472219
899,-0.83282834
900,-0.4374583
901,-1.0814971
902,0.5930472
903,0.95234275
904,-0.16237117
905,1.8184499
906,1.0919951
907,0.04993213
908,0.56589574
909,1.8736942
910,1.6240159
911,1.5954615
912,0.38007906
913,1.1289002
914,-0.4093477
915,-0.50937194
916,-0.5019876
917,0.002726744
918,2.3166554
919,0.17416407
920,0.8241311
921,1.7303252
922,1.4146248
923,2.3266568
924,1.1890234
925,1.4297831
926,2.8390613
927,4.385316
928,3.397596
929,2.4083855
930,5.0078692
931,3.0121841
932,2.3248
933,1.0939429
934,3.0508316
935,0.8818275
936,1.6420918
937,2.9150271
938,-0.293887
939,0.70242226
940,-0.7491501
941,-1.381049
942,-0.29836282
943,0.7507834
944,-0.29023135
945,0.9031921
946,0.4402126
947,0.6382514
948,-0.15080987
949,0.028601557
950,0.5764603
951,2.601257
952,1.4226477
953,2.251964
954,0.55398315
955,0.3855893
956,-0.2012458
957,1.9691062
958,-1.1514045
959,-1.5713829
960,-2.2300777
961,-1.7750655
962,-2.2640824
963,-0.88131344
964,0.8728655
965,0.9283829
966,1.5779755
967,2.4485278
968,1.5752729
969,0.59574157
970,-1.1084673
971,-1.5225056
972,-0.50907904
973,-0.82617617
974,-0.64185184
975,0.64178604
976,0.2191247
977,0.36833692
978,-0.07856081
979,-0.6389671
980,-0.68949056
981,-1.369282
982,0.6827624
983,-0.723558
984,1.1747853
985,0.9739236
986,1.5709538
987,3.597045
988,1.2658907
989,0.48056236
990,-1.0266836
991,-2.1836753
992,-2.4211853
993,-1.299218
994,-2.6554801
995,-1.4230925
996,-1.701092
997,0.1893982
998,-0.23471391
999,-0.52199686
